wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M0739 1 50.4 85.3 85.6 1697 1697 1 1 2 0 - - - - 
M0431 2 0 20.6 0 86 97 1 1 78 0 - flag(time) flag(seq) - 
M0122 1 75.3 75.2 75.1 743 743 1 1 7 1 flag(scrs) - - - 
M0936 1 43 44 47 798 798 1 1 6 0 - - - - 
M0476 13 50.2 54.6 94.4 141.2 884.8 6.8 10 4 0 - flag(time) - - 
M1149 3 65.1 74 80.5 561 1175 1 1 3 0 - - - - 
M0085 4 60.4 64.6 58.3 414 2441.8 1 1 2 0 - - - - 
M1226 2 92.8 91.1 93.9 424 447.5 1 1 5 0 flag(scrs) - - - 
M0471 5 60.4 71.4 100 1610 3374.2 1 1 4 0 - - - - 
M0346 1 0 0 0 238 238 1 1 76 0 flag(scrs) flag(time) flag(seq) - 
M1523 5 79.4 76 85.4 -4872 1449.6 0.8 2 3 0 flag(scrs) flag(time) - - 
M0054 2 86.9 92.2 94.1 1411 1657.5 1 1 6 0 - - - - 
M0594 2 61.7 56.4 88.4 1345 2464 1 1 2 0 flag(scrs) - - - 
M1503 1 5.2 6 6.1 1998 1998 1 1 25 0 - - flag(seq) - 
M0593 1 92.9 93.5 93.6 1928 1928 1 1 2 0 - - - - 
M0011 2 51.5 82.7 99.4 1708 2412.5 1 1 4 0 - - - - 
M1526 1 73.7 72.6 67 689 689 1 1 3 0 flag(scrs) - - - 
M1676 9 62.2 60 53.5 646.2 1722.7 2.9 6 3 0 flag(scrs) - - - 
M1134 3 73.7 73.3 89 1759 1778.2 1.7 2 2 0 flag(scrs) - - - 
M0824 1 63.7 72.3 90.8 508 508 1 1 4 0 - - - - 
M1010 1 99.8 88.4 99.6 822 822 1 1 12 0 flag(scrs) - flag(seq) - 
M0838 1 28.6 93.6 99.9 1602 1602 1 1 5 0 - - - - 
M0478 1 72.5 76 77.1 1268 1268 1 1 2 0 - - - - 
M0319 3 94.2 94.9 94.5 531 1563.7 1 1 8 0 - - - - 
M0504 4 81.1 89.7 98.7 434 636 1 1 3 0 - - - - 
M1285 1 41.8 74.7 99.7 2157 2157 1 1 2 0 - - - - 
M1203 1 55.9 85.7 99.5 5279 5279 1 1 2 0 - - - - 
M1120 45 73.2 70.5 72.3 27.6 305.8 9.2 15 63 0.8 flag(scrs) flag(time) flag(seq) - 
M1690 1 92.7 91.8 63.5 2073 2073 1 1 3 0 flag(scrs) - - - 
M0182 2 57.5 70.4 77.9 4697 5355.5 1 1 2 0 - - - - 
M0896 1 90.8 90.7 60.2 701 701 1 1 3 0 flag(scrs) - - - 
M0307 1 33 66.8 100 1090 1090 1 1 3 0 - - - - 
M0518 2 44 56.4 45.6 1569 2634 1 1 5 0 - - - - 
M0455 5 16.2 83.8 100 2096 2295.8 1 1 8 0 - - - - 
M1579 2 52.4 95.2 87.5 3218 3290 1 1 18 0 - - flag(seq) - 
M1602 1 32.2 88 99.3 2451 2451 1 1 6 0 - - - - 
M0615 5 82.4 92.2 97.8 750 1109.4 1 1 8 0 - - - - 
M1083 2 77.3 78.7 74.7 485 1903 1 1 3 0 - - - - 
M0323 1 76.4 73.4 68.8 6170 6170 1 1 0 0 flag(scrs) - - - 
M0579 1 5.9 85 100 1864 1864 1 1 3 0 - - - - 
M1516 1 86.5 89.8 74 198 198 1 1 3 0 - flag(time) - - 
M0117 1 90.2 81.2 85.3 2696 2696 1 1 2 1 flag(scrs) - - - 
M0570 1 45.5 93.3 99.3 1078 1078 1 1 13 0 - - flag(seq) - 
M1414 11 64.8 65.5 67.9 184 236 1 1 4 0 - flag(time) - - 
M1618 1 81.4 73.8 99.4 2046 2046 1 1 4 0 flag(scrs) - - - 
M1381 2 93.2 94.2 98.7 966 992.5 1 1 7 0 - - - - 
M1147 1 95.9 94.4 84.4 949 949 1 1 7 1 flag(scrs) - - - 
M1167 1 45.3 95.5 99.4 915 915 1 1 4 0 - - - - 
M0970 1 68.3 72.9 63.4 1086 1086 1 1 0 0 - - - - 
M0568 1 81.6 76.4 88.6 817 817 1 1 2 0 flag(scrs) - - - 
M0744 3 72.1 72.6 73.7 4249 4592 1 1 2 0 - - - - 
M1365 1 20.1 58.6 100 1055 1055 1 1 3 0 - - - - 
M0409 1 18.7 89.1 100 2264 2264 1 1 8 0 - - - - 
M1563 1 47.5 66.5 100 3790 3790 1 1 4 0 - - - - 
M0560 1 53.2 68.9 100 1684 1684 1 1 7 0 - - - - 
M0292 2 88.1 85.5 89.9 247.5 314.2 2 2 4 0 flag(scrs) flag(time) - - 
M0331 1 10.1 58.5 99.9 3041 3041 1 1 2 0 - - - - 
M1312 1 62.8 80.3 100 2287 2287 1 1 7 0 - - - - 
M1212 1 59.6 86.6 100 990 990 1 1 9 0 - - - - 
M0187 3 73 70.8 99.4 622 1737.7 1 1 2 0 flag(scrs) - - - 
M0834 1 47.1 92.7 98.6 3408 3408 1 1 4 0 - - - - 
M0028 17 75.8 77.3 82.3 153 408.7 1.1 2 3 0 - flag(time) - - 
M0758 1 30.9 84.7 98.2 802 802 1 1 2 0 - - - - 
M0547 1 63.1 55.3 49.8 4051 4051 1 1 2 0 flag(scrs) - - - 
M1539 1 16.3 70.2 88 1651 1651 1 1 3 0 - - - - 
M0595 2 70.9 83.1 88.4 775 1010.5 1 1 2 0 - - - - 
M1470 3 67.5 71.7 95.3 1028 1547 1 1 4 0 - - - - 
M0044 1 88 88.8 89.1 6083 6083 1 1 2 0 - - - - 
M0106 1 83.9 67 60.7 5654 5654 1 1 3 0 flag(scrs) - - - 
M1303 1 21.2 31.8 4 193 193 1 1 45 0 - flag(time) flag(seq) - 
M0176 2 37.7 63 74.8 968 3421 1 1 3 0 - - - - 
M1338 1 55.6 95 100 1041 1041 1 1 10 0 - - - - 
M0614 1 63.9 61.4 76.2 4435 4435 1 1 2 0 flag(scrs) - - - 
M0181 1 52.3 56.3 50 1624 1624 1 1 3 0 - - - - 
M1017 1 64.8 67 100 869 869 1 1 2 0 - - - - 
M1432 1 60.9 65.6 63.3 983 983 1 1 2 0 - - - - 
M0463 1 86 81.2 84 298 298 1 1 2 0 flag(scrs) flag(time) - - 
M0909 7 62.8 79.1 99.5 1474 3335 1 1 4 0 - - - - 
M0225 4 36.7 50.5 70.1 1014 1295 1 1 6 0 - - - - 
M0090 1 27.3 35 88.3 1007 1007 1 1 3 0 - - - - 
M1157 2 50.9 45.6 58.9 599 737 1 1 2 0 flag(scrs) - - - 
M0204 10 69.9 72 67.8 104.5 1459.4 2.2 4 5 0 - flag(time) - - 
M0351 1 54.7 84.3 99.4 2759 2759 1 1 5 0 - - - - 
M0413 6 81.9 78.8 90.7 756 1128.8 1 1 6 0 flag(scrs) - - - 
M0127 1 34.3 67.8 100 4726 4726 1 1 2 0 - - - - 
M0804 1 43.8 48.7 90.8 1531 1531 1 1 3 0 - - - - 
M0999 1 65.6 76.8 95.5 3351 3351 1 1 2 0 - - - - 
M0877 2 31.9 61.4 54 494 505.5 1 1 2 0 - - - - 
M0856 5 63.8 70.8 69.7 249.5 529.2 3 4 5 0 - flag(time) - - 
M0451 1 56.1 77.1 99.6 1593 1593 1 1 2 0 - - - - 
M0793 2 35.5 50.8 75.9 6160 6494 1 1 6 0 - - - - 
M0727 12 77.3 78 77.7 155.5 520.8 1.3 2 3 0 - flag(time) - - 
M0608 40 58 64.1 100 233.5 549.8 1.6 2 5 0.65 - flag(time) - - 
M1192 2 94.7 99.7 99.9 3124 3224.2 2 2 59 1 - - flag(seq) - 
M0611 1 10.1 60.8 100 1412 1412 1 1 2 0 - - - - 
M0606 1 32.6 63.1 100 2843 2843 1 1 2 0 - - - - 
M0200 1 55.8 58.7 59.6 1588 1588 1 1 0 0 - - - - 
M1261 1 0 1.1 0 425 425 1 1 88 0 - - flag(seq) - 
M0449 1 24.3 87.1 59.6 1928 1928 1 1 2 0 - - - - 
M0852 4 76.2 73.7 75.5 768 3606.8 1 1 3 0 flag(scrs) - - - 
M0797 1 25.8 69.1 99.1 2105 2105 1 1 3 0 - - - - 
M0510 1 11.6 56.2 95.2 3303 3303 1 1 2 0 - - - - 
M1482 1 56 60 62.5 4739 4739 1 1 2 0 - - - - 
M1272 2 51.8 71.1 89.6 335 1934.5 1 1 2 0 - - - - 
M1215 6 68.6 72 71.3 233 356.7 1 1 3 0 - flag(time) - - 
M0808 3 44.1 44.8 76.1 1271 1861.3 1 1 3 0 - - - - 
M0754 1 78.5 69.8 61.9 819 819 1 1 2 0 flag(scrs) - - - 
M0574 5 70.4 66.3 65.2 512.5 1428.7 1.4 2 6 0.6 flag(scrs) - - - 
M1310 2 29.2 56.3 91.8 1490 2947 1 1 3 0 - - - - 
M1200 1 76.9 88.3 85.1 593 593 1 1 3 0 - - - - 
M1136 1 44.8 49.2 45.7 531 531 1 1 2 0 - - - - 
M0559 1 91.7 81.2 91.8 494 494 1 1 3 0 flag(scrs) - - - 
M1514 1 50 95.9 99.3 950 950 1 1 5 0 - - - - 
M0552 3 52.3 52.3 52.8 1215 1384 1 1 3 0 - - - - 
M0214 2 66 69.6 67.5 1071 1156.5 1 1 2 0 - - - - 
M1426 2 68.1 66.5 94.9 2522 2848 1 1 4 0 flag(scrs) - - - 
M0152 1 84.2 82.1 82.2 1238 1238 1 1 2 0 flag(scrs) - - - 
M0930 6 50.5 84.5 85.9 1380 2153.8 1 1 36 0.5 - - flag(seq) - 
M0807 1 82.2 84.9 82 871 871 1 1 0 0 - - - - 
M0302 1 17 82.1 100 1359 1359 1 1 3 0 - - - - 
M0333 1 57.2 65.6 55.7 1173 1173 1 1 3 0 - - - - 
M1191 3 98.1 91.1 94.5 426 687.3 1 1 8 0.67 flag(scrs) - - - 
M0139 1 58.3 60.3 59.7 862 862 1 1 0 0 - - - - 
M1609 3 60.8 53.9 97.1 1087 3347.7 1 1 6 0.33 flag(scrs) - - - 
M1050 4 56.1 62.1 96.8 857 1932.8 1 1 4 0 - - - - 
M1570 1 2.4 83.4 99 1327 1327 1 1 4 0 - - - - 
M1277 1 93 83 98 867 867 1 1 5 1 flag(scrs) - - - 
M0946 2 81 80.7 84.4 606 705.5 1 1 2 0 flag(scrs) - - - 
M0039 1 66.3 60.8 54.5 543 543 1 1 2 0 flag(scrs) - - - 
M0001 1 77.2 69.4 77.2 5794 5794 1 1 3 0 flag(scrs) - - - 
M1250 8 44.2 66.1 97.2 443 727.8 1 1 47 0 - - flag(seq) - 
M0021 3 74 70.4 72.6 424 618.2 1.7 2 3 0 flag(scrs) - - - 
M1458 17 47.6 52.2 98.9 63.1 520 4.1 8 4 0 - flag(time) - - 
M0443 1 93.8 96.1 99.1 7031 7031 1 1 4 0 - - - - 
M1187 5 80.5 78.9 80.6 313 1047.6 1 1 2 0.2 flag(scrs) - - - 
M0730 1 3.8 45.1 100 1917 1917 1 1 7 0 - - - - 
M0143 1 93.4 92.1 95.8 332 332 1 1 4 0 flag(scrs) - - - 
M1616 1 98.5 96.4 98 1207 1207 1 1 12 0 flag(scrs) - flag(seq) - 
M1238 1 51.3 38.9 69.3 680 680 1 1 11 0 flag(scrs) - flag(seq) - 
M0607 2 65.1 61.4 93.2 1445.5 1575 2 2 2 0 flag(scrs) - - - 
M0247 1 26.9 62.7 100 1249 1249 1 1 2 0 - - - - 
M0907 1 23 61.8 99.9 1111 1111 1 1 2 0 - - - - 
M0514 1 12.4 39.9 99.6 2876 2876 1 1 3 0 - - - - 
M0580 1 82.2 75.8 96.1 1513 1513 1 1 0 0 flag(scrs) - - - 
M0412 1 NaN 84.8 NaN 982 982 1 1 3 0 flag(incomplete) - - - 
M1636 1 82.2 85.6 85.7 505 505 1 1 3 0 - - - - 
M0259 2 59.5 52.2 61.1 476 650 1 1 3 0 flag(scrs) - - - 
M0729 1 78.2 73.6 78.1 510 510 1 1 3 0 flag(scrs) - - - 
M0466 4 65.1 76 98.6 6090 6574.5 1 1 3 0 - - - - 
M0286 4 67.2 63.4 65.6 251 524.8 1 1 3 0.5 flag(scrs) flag(time) - - 
M1427 1 46.6 50.8 95.6 4728 4728 1 1 2 0 - - - - 
M0068 3 94 90.3 92.1 406.5 1050.3 1.7 2 7 0 flag(scrs) - - - 
M0714 1 79.3 72.8 74.9 851 851 1 1 2 0 flag(scrs) - - - 
M1044 2 61.6 60.6 63.9 1178 2445 1 1 6 0 flag(scrs) - - - 
M0178 7 96.3 96.3 96.3 909 1332.7 1.9 3 7 0 flag(scrs) - - - 
M1493 1 72 79.3 99 3772 3772 1 1 4 0 - - - - 
M0437 2 65.1 62.9 61.2 681 1323.5 1 1 2 0.5 flag(scrs) - - - 
M0446 2 61.4 61.5 54.2 1054 1106 1 1 8 0 - - - - 
M1004 4 57.2 64.7 80.4 1202 2306.5 1 1 3 0 - - - - 
M0239 2 48.2 31.7 50.6 1989 1998.5 1 1 28 0.5 flag(scrs) - flag(seq) - 
M1085 1 62 74.9 100 1330 1330 1 1 2 0 - - - - 
M0835 1 2.4 71.7 90 3187 3187 1 1 11 1 - - flag(seq) - 
M0795 22 20.6 22.2 92.8 273.6 1264.8 2.2 5 7 0 - flag(time) - - 
M1077 1 0 58.8 100 1710 1710 1 1 9 0 - - - - 
M0718 5 53 52.8 100 1139 1502.8 1.4 2 7 0 flag(scrs) - - - 
M1007 1 54.6 61.6 62.6 1498 1498 1 1 2 0 - - - - 
M1442 1 66.1 58.1 97.2 3576 3576 1 1 5 0 flag(scrs) - - - 
M0456 1 8 59 100 678 678 1 1 5 0 - - - - 
M1525 3 59.6 66 87.6 857 1874 1 1 3 0 - - - - 
M0072 2 77.1 70.3 72.5 3999 4162.5 1 1 3 0.5 flag(scrs) - - - 
M1026 1 28.5 79.7 99.8 1140 1140 1 1 3 0 - - - - 
M1468 25 22.6 25 75.2 152.3 568.6 9.4 15 11 0.72 - flag(time) flag(seq) - 
M1025 1 63 92 97.6 235 235 1 1 6 0 - flag(time) - - 
M0998 1 27.4 33.7 92.1 1308 1308 1 1 2 0 - - - - 
M0283 1 56.2 96.4 99.6 3717 3717 1 1 3 0 - - - - 
M0993 3 66.7 66.3 70.4 1813 2016.3 1 1 3 0 flag(scrs) - - - 
M1478 3 58.3 59.6 65.4 726 883.3 1 1 2 0 - - - - 
M1103 1 78.9 70.9 73.9 575 575 1 1 2 0 flag(scrs) - - - 
M1360 1 95.9 95.7 96.2 1272 1272 1 1 3 1 flag(scrs) - - - 
M1302 1 24.4 69.5 99.5 2618 2618 1 1 2 0 - - - - 
M0067 1 17.2 54.1 70.3 4333 4333 1 1 2 0 - - - - 
M0342 1 75.2 61.9 82.1 1660 1660 1 1 2 0 flag(scrs) - - - 
M0979 1 54.9 47.5 52.1 3978 3978 1 1 3 0 flag(scrs) - - - 
M1240 1 49.8 75.1 100 2809 2809 1 1 4 0 - - - - 
M0546 1 40.4 55.4 75.2 859 859 1 1 2 0 - - - - 
M1441 1 41.2 41.5 59 1873 1873 1 1 2 0 - - - - 
M0358 1 38.2 49.5 100 2025 2025 1 1 4 0 - - - - 
M0719 1 76.1 76.4 85.2 206 206 1 1 3 0 - flag(time) - - 
M1464 2 15.4 69.1 94.1 1269 1358 1 1 4 0 - - - - 
M0875 1 14.9 60.1 99.9 1741 1741 1 1 3 0 - - - - 
M0168 1 64.8 64.7 63 4413 4413 1 1 2 0 flag(scrs) - - - 
M0469 9 53.2 61.3 97.2 252 1162.3 1 1 3 0.11 - flag(time) - - 
M0434 1 37.6 64.2 93.1 1033 1033 1 1 3 0 - - - - 
M1685 1 55 57.7 100 1101 1101 1 1 2 0 - - - - 
M0802 1 NaN 85.4 NaN 990 990 1 1 4 0 flag(incomplete) - - - 
M0767 2 28.2 29.2 28.5 322 324.5 1 1 92 0 - - flag(seq) - 
M0273 1 94.8 92.6 100 6354 6354 1 1 3 0 flag(scrs) - - - 
M1118 2 67.5 64.1 83.1 2635 3840.5 1 1 2 1 flag(scrs) - - - 
M1387 3 98.2 97.6 98.4 434 900.5 1.7 2 10 0 flag(scrs) - - - 
M0298 3 55.3 55.2 54.7 209 359.3 1 1 3 0 flag(scrs) flag(time) - - 
M1194 10 81.2 78.1 82.4 316 775 1 1 4 0.1 flag(scrs) - - - 
M0798 1 56.6 61.1 57.6 622 622 1 1 2 0 - - - - 
M0506 1 36.9 75.7 88.9 4220 4220 1 1 3 0 - - - - 
M1617 3 81.1 75.8 84.2 2106 4039.3 1 1 2 0.33 flag(scrs) - - - 
M1623 1 15.5 49.3 99.8 5943 5943 1 1 3 0 - - - - 
M0859 1 75 75.6 73.5 365 365 1 1 3 0 - - - - 
M1435 1 58.9 55 82.9 3293 3293 1 1 2 0 flag(scrs) - - - 
M0548 2 43.6 50.2 51.2 439 545 1 1 2 0 - - - - 
M0745 1 75.7 72.4 77.8 745 745 1 1 2 0 flag(scrs) - - - 
M1211 1 60 80.5 100 4766 4766 1 1 2 0 - - - - 
M0479 1 67.7 68.5 69.6 283 283 1 1 2 0 - flag(time) - - 
M1664 1 50.1 50.1 50.4 931 931 1 1 14 0 flag(scrs) - flag(seq) - 
M0210 2 48.7 52.6 59.3 220 315.5 1 1 0 0.5 - flag(time) - - 
M0953 6 80.2 79.2 93 894 3105.2 1.8 3 5 0.5 flag(scrs) - - - 
M1345 1 77 83.1 99.8 1641 1641 1 1 5 0 - - - - 
M0866 1 12.2 41 93.4 1396 1396 1 1 4 0 - - - - 
M0486 1 84.5 83.3 80.5 2638 2638 1 1 2 0 flag(scrs) - - - 
M1126 2 45.8 62.2 35.6 256 346.5 1 1 48 0 - flag(time) flag(seq) - 
M0496 4 61.3 55.1 58 39 1968.5 1 1 5 0 flag(scrs) flag(time) - - 
M1060 1 68 82.2 97.1 3742 3742 1 1 2 0 - - - - 
M0716 1 77.8 82.1 87.7 846 846 1 1 3 0 - - - - 
M0585 1 38.1 67.2 100 771 771 1 1 2 0 - - - - 
M0937 1 37.3 58.2 99 1540 1540 1 1 2 0 - - - - 
M1649 28 74.4 80.7 98.6 243 1117.2 1.1 2 4 0 - flag(time) - - 
M1265 1 64.6 49.3 52.9 420 420 1 1 3 0 flag(scrs) - - - 
M1012 9 74.4 71.9 94.2 181 1618.7 1 1 3 0.11 flag(scrs) flag(time) - - 
M0663 2 71.5 67.9 70.2 652 806.5 1 1 3 0 flag(scrs) - - - 
M0865 1 21.4 74.8 98.9 1558 1558 1 1 3 0 - - - - 
M1367 2 59.8 49.3 51.1 344 969 1 1 2 0 flag(scrs) - - - 
M0988 2 9.5 66.6 99.3 1242 1579 1 1 4 0 - - - - 
M0201 6 72.2 74.6 76.1 390 645 1 1 3 0 - - - - 
M0418 8 80 82 82.1 1096 2625.4 1 1 3 0 - - - - 
M1279 1 22.8 91.2 100 1924 1924 1 1 2 0 - - - - 
M0308 12 85 83.6 88.3 110 301.9 1.7 3 4 0 flag(scrs) flag(time) - - 
M0655 3 52.3 89.3 99.5 3657 5246.7 1 1 8 0 - - - - 
M0180 1 86.6 78 97.4 1063 1063 1 1 2 0 flag(scrs) - - - 
M1403 1 65.9 76.8 92 3086 3086 1 1 2 0 - - - - 
M0690 8 67.7 66.9 71.3 1068 2325 1 1 3 0.62 flag(scrs) - - - 
M1408 2 47.3 92.3 92.2 759 1368.5 1 1 8 0 - - - - 
M0110 1 81.3 77.8 82.2 877 877 1 1 0 0 flag(scrs) - - - 
M1652 1 52.5 50.7 53 705 705 1 1 5 0 flag(scrs) - - - 
M1472 1 68.6 89.7 81 3037 3037 1 1 4 0 - - - - 
M1051 1 64.3 80.2 83.7 1786 1786 1 1 2 0 - - - - 
M0796 1 58.6 63.9 60.2 2281 2281 1 1 2 0 - - - - 
M1471 4 67.1 64 72.5 195.5 222.9 4 4 2 0 flag(scrs) flag(time) - - 
M1032 1 0 22.6 99.1 3291 3291 1 1 11 1 - - flag(seq) - 
M1422 12 65.2 83.9 95.8 305 529.7 1 1 4 0 - - - - 
M1129 1 6.7 78.1 99.3 708 708 1 1 2 0 - - - - 
M0397 1 33.2 59.3 92.9 1003 1003 1 1 2 0 - - - - 
M0540 4 91.5 91.6 93.7 1852 3150.1 1.5 2 7 0.25 - - - - 
M1119 2 96.4 96.1 96.3 966 1095.5 1 1 14 0 flag(scrs) - flag(seq) - 
M1595 1 28.7 68.4 100 1500 1500 1 1 10 0 - - - - 
M0305 2 68.5 72.2 75.3 471 484 1 1 2 0 - - - - 
M0764 9 69.7 82.1 96.6 356.5 1103.9 1.4 2 3 0 - - - - 
M0027 1 31.6 67.8 41.2 807 807 1 1 3 0 - - - - 
M0828 2 7.3 80 100 1177 1302 1 1 9 0 - - - - 
M1536 1 72.9 66.4 57.8 2474 2474 1 1 2 0 flag(scrs) - - - 
M1219 10 79.7 89.5 94.8 492 1493.1 1 1 3 0 - - - - 
M1222 2 88.4 92.8 95.2 1239 1844 1 1 5 0 - - - - 
M1627 1 72.7 68.8 73.5 1342 1342 1 1 2 1 flag(scrs) - - - 
M1510 1 33.5 75.8 93.4 1301 1301 1 1 6 0 - - - - 
M0309 1 90.8 85.1 77.7 245 245 1 1 3 1 flag(scrs) flag(time) - - 
M1461 1 0 45.9 98.7 546 546 1 1 10 0 - - - - 
M0887 4 30 34.7 97.2 1221 1569.8 1 1 4 0 - - - - 
M1355 1 31.4 39.9 100 1538 1538 1 1 3 0 - - - - 
M1542 1 0.5 64.3 100 1117 1117 1 1 5 0 - - - - 
M0769 12 73.8 73.7 98.4 964 1806.4 1.4 2 4 0 flag(scrs) - - - 
M0069 2 65 89.9 99.3 713 897.5 1 1 4 0 - - - - 
M1687 1 97.8 97 87.6 2373 2373 1 1 4 0 flag(scrs) - - - 
M1329 1 3.8 73.8 97 1778 1778 1 1 3 0 - - - - 
M0669 1 94 93 86.2 1051 1051 1 1 31 0 flag(scrs) - flag(seq) - 
M1611 2 51 66.3 60.1 193 245.2 2 2 4 0 - flag(time) - - 
M1015 1 48.4 82.5 99.3 6146 6146 1 1 4 0 - - - - 
M1122 1 92.1 89.1 90 1199 1199 1 1 2 1 flag(scrs) - - - 
M0013 1 33.2 78.6 100 931 931 1 1 10 0 - - - - 
M1555 1 59.3 57.5 97.3 1743 1743 1 1 3 0 flag(scrs) - - - 
M0101 1 56.1 85.6 100 2267 2267 1 1 5 0 - - - - 
M0025 1 57.8 80.8 97.1 1269 1269 1 1 3 0 - - - - 
M0902 1 13.7 88.2 100 1448 1448 1 1 5 0 - - - - 
M0809 2 57.7 82.4 91.1 3394 3679 1 1 2 0 - - - - 
M0908 2 98 97.1 98.3 367 784.5 1 1 7 0 flag(scrs) - - - 
M1316 1 85.2 70 71 384 384 1 1 2 0 flag(scrs) - - - 
M0360 38 74 74.9 88 76.9 770.7 9.6 19 4 0 - flag(time) - - 
M0917 1 92.8 91.7 91.1 219 219 1 1 3 0 flag(scrs) flag(time) - - 
M1014 7 57.2 59.5 60.5 59.8 224.9 3.6 5 3 0 - flag(time) - - 
M1361 3 67.1 68.7 63.2 2299 2373.7 1 1 3 0 - - - - 
M0142 1 66.6 86.9 93.8 4182 4182 1 1 2 0 - - - - 
M1072 1 NaN 58 NaN 1227 1227 1 1 2 0 flag(incomplete) - - - 
M0049 1 29.2 68.5 90.9 2230 2230 1 1 2 0 - - - - 
M1028 16 81.4 81.3 98.8 130.9 589 8.3 11 6 0.19 flag(scrs) flag(time) - - 
M0125 1 22.6 77.8 98.2 1212 1212 1 1 3 0 - - - - 
M0752 1 15.1 44.1 99.6 2842 2842 1 1 3 0 - - - - 
M0433 1 78.2 94.3 99.5 442 442 1 1 4 0 - - - - 
M0063 4 71.2 73.5 80.9 538 1407.9 1.5 2 3 0 - - - - 
M1438 1 81.3 76.6 84.7 1787 1787 1 1 2 0 flag(scrs) - - - 
M1622 1 16.6 46.1 44.7 4295 4295 1 1 2 0 - - - - 
M1244 2 49.4 81 100 1371 1943 1 1 6 0 - - - - 
M1646 1 45.9 44.5 46.9 280 280 1 1 2 0 flag(scrs) flag(time) - - 
M0207 1 0 22.5 59 602 602 1 1 54 0 - - flag(seq) - 
M0396 1 NaN 79.2 NaN 880 880 1 1 3 0 flag(incomplete) - - - 
M0008 2 43.8 67.7 94 1236 2009.5 1 1 4 0 - - - - 
M1284 4 35 83.6 98.6 2646.5 4798 1.5 2 9 0 - - - - 
M0507 1 6.5 71 100 1367 1367 1 1 4 0 - - - - 
M1288 2 51.8 66 47.5 762 3284 1 1 2 0 - - - - 
M1513 3 95.4 92.1 92.9 277 1757.7 1 1 7 0 flag(scrs) flag(time) - - 
M0705 12 84.9 84.7 98.1 415 891.1 1 1 5 0 flag(scrs) - - - 
M1666 1 52.1 85.1 99.7 769 769 1 1 3 0 - - - - 
M1448 1 53.1 87.1 99.2 2431 2431 1 1 4 0 - - - - 
M1301 1 NaN 1 NaN 407 407 1 1 0 0 flag(incomplete) - - - 
M0356 1 53.8 53.7 62.1 422 422 1 1 2 0 flag(scrs) - - - 
M0843 1 61.7 62.7 59.7 1105 1105 1 1 0 0 - - - - 
M0354 35 55.5 57.6 76.2 297.5 1428 1.3 2 7 0 - flag(time) - - 
M1308 1 75.6 76.2 91.8 5944 5944 1 1 3 0 - - - - 
M0435 1 42.7 77.8 85.9 2509 2509 1 1 0 0 - - - - 
M0720 1 20.4 74.3 74.8 1935 1935 1 1 5 0 - - - - 
M0618 3 68.1 68.7 69.7 2562 4316 1 1 2 0 - - - - 
M0530 1 70.9 69.2 76.3 1910 1910 1 1 3 1 flag(scrs) - - - 
M1603 3 58.6 53.2 92.5 1786 3638.7 1 1 3 0 flag(scrs) - - - 
M0975 1 79.9 49.1 77 5059 5059 1 1 2 1 flag(scrs) - - - 
M0994 2 48.2 51.1 57 492.5 1088.8 1.5 2 2 0 - - - - 
M0051 7 80.6 81.4 78.9 167 2296.3 1 1 2 0 - flag(time) - - 
M0197 1 46.4 90.1 99.7 3641 3641 1 1 4 0 - - - - 
M1109 2 66.4 66.1 64 314 359 1 1 2 0 flag(scrs) - - - 
